"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"5528","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","59","Avoid using implementation types like 'LinkedList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"5529","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","59","Parameter 'rgfile' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5530","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","59","The method 'createSparseMatrix' has a Cyclomatic Complexity of 11.","Code Size Rules","CyclomaticComplexity"
"5531","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","60","Local variable 'rgheader' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5532","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","5","61","Found 'DD'-anomaly for variable 'inputfile' (lines '61'-'76').","Controversial Rules","DataflowAnomalyAnalysis"
"5533","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","5","64","Found 'DU'-anomaly for variable 'Qprime' (lines '64'-'142').","Controversial Rules","DataflowAnomalyAnalysis"
"5534","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","5","65","Found 'DU'-anomaly for variable 'rowsum' (lines '65'-'142').","Controversial Rules","DataflowAnomalyAnalysis"
"5535","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","5","69","Found 'DU'-anomaly for variable 'current' (lines '69'-'142').","Controversial Rules","DataflowAnomalyAnalysis"
"5536","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","69","Local variable 'current' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5537","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","71","Avoid variables with short names like f","Naming Rules","ShortVariable"
"5538","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","71","Local variable 'f' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5539","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","2","79","System.out.print is used","Java Logging Rules","SystemPrintln"
"5540","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","80","New exception is thrown in catch block, original stack trace may be lost","Design Rules","PreserveStackTrace"
"5541","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","92","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"5542","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","2","94","System.out.print is used","Java Logging Rules","SystemPrintln"
"5543","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","106","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"5544","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","2","109","System.out.print is used","Java Logging Rules","SystemPrintln"
"5545","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","116","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"5546","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","2","118","System.out.print is used","Java Logging Rules","SystemPrintln"
"5547","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","120","New exception is thrown in catch block, original stack trace may be lost","Design Rules","PreserveStackTrace"
"5548","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","2","122","System.out.print is used","Java Logging Rules","SystemPrintln"
"5549","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","124","New exception is thrown in catch block, original stack trace may be lost","Design Rules","PreserveStackTrace"
"5550","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","128","New exception is thrown in catch block, original stack trace may be lost","Design Rules","PreserveStackTrace"
"5551","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","134","New exception is thrown in catch block, original stack trace may be lost","Design Rules","PreserveStackTrace"
"5552","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","155","Avoid using implementation types like 'LinkedList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"5553","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","155","Avoid using implementation types like 'LinkedList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"5554","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","155","Avoid variables with short names like A","Naming Rules","ShortVariable"
"5555","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","155","Parameter 'A' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5556","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","155","The method 'gaussSiedel' has a Cyclomatic Complexity of 16.","Code Size Rules","CyclomaticComplexity"
"5557","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","155","The method gaussSiedel() has an NPath complexity of 2024","Code Size Rules","NPathComplexity"
"5558","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","158","Avoid variables with short names like x","Naming Rules","ShortVariable"
"5559","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","5","158","Found 'DD'-anomaly for variable 'x' (lines '158'-'175').","Controversial Rules","DataflowAnomalyAnalysis"
"5560","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","5","161","Found 'DD'-anomaly for variable 'converged' (lines '161'-'176').","Controversial Rules","DataflowAnomalyAnalysis"
"5561","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","163","Avoid unused local variables such as 'xprevious'.","Unused Code Rules","UnusedLocalVariable"
"5562","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","164","Avoid unused local variables such as 'change'.","Unused Code Rules","UnusedLocalVariable"
"5563","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","166","Avoid unused local variables such as 'numconverged'.","Unused Code Rules","UnusedLocalVariable"
"5564","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","5","166","Found 'DU'-anomaly for variable 'numconverged' (lines '166'-'239').","Controversial Rules","DataflowAnomalyAnalysis"
"5565","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","169","Avoid variables with short names like f","Naming Rules","ShortVariable"
"5566","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","5","175","Found 'DD'-anomaly for variable 'x' (lines '175'-'175').","Controversial Rules","DataflowAnomalyAnalysis"
"5567","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","5","176","Found 'DD'-anomaly for variable 'converged' (lines '176'-'176').","Controversial Rules","DataflowAnomalyAnalysis"
"5568","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","5","176","Found 'DD'-anomaly for variable 'converged' (lines '176'-'212').","Controversial Rules","DataflowAnomalyAnalysis"
"5569","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","192","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"5570","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","193","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"5571","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","195","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"5572","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","197","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"5573","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","209","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"5574","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","5","212","Found 'DD'-anomaly for variable 'converged' (lines '212'-'212').","Controversial Rules","DataflowAnomalyAnalysis"
"5575","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","5","212","Found 'DD'-anomaly for variable 'converged' (lines '212'-'215').","Controversial Rules","DataflowAnomalyAnalysis"
"5576","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","215","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"5577","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","5","215","Found 'DD'-anomaly for variable 'converged' (lines '215'-'212').","Controversial Rules","DataflowAnomalyAnalysis"
"5578","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","5","215","Found 'DD'-anomaly for variable 'converged' (lines '215'-'215').","Controversial Rules","DataflowAnomalyAnalysis"
"5579","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","5","221","Found 'DD'-anomaly for variable 'plausible' (lines '221'-'224').","Controversial Rules","DataflowAnomalyAnalysis"
"5580","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","223","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"5581","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","5","224","Found 'DD'-anomaly for variable 'plausible' (lines '224'-'224').","Controversial Rules","DataflowAnomalyAnalysis"
"5582","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","5","231","Found 'DU'-anomaly for variable 'sum' (lines '231'-'239').","Controversial Rules","DataflowAnomalyAnalysis"
"5583","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","241","Parameter 'c' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5584","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","243","Avoid unnecessary comparisons in boolean expressions","Design Rules","SimplifyBooleanExpressions"
"5585","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","243","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"5586","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","244","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"5587","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","260","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"5588","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","260","Private field 'row' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"5589","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","261","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"5590","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","263","Parameter 'rt' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5591","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","266","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"5592","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/SteadyStateSolver.java","3","268","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"5593","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/TimelessTrapException.java","3","4","Package name contains upper case characters","Naming Rules","PackageCase"
"5594","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/TreeTooBigException.java","3","5","Package name contains upper case characters","Naming Rules","PackageCase"
"5595","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/VanishingState.java","3","4","Package name contains upper case characters","Naming Rules","PackageCase"
"5596","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/VanishingState.java","3","15","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"5597","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/VanishingState.java","3","17","Parameter 'initial_rate' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5598","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/VanishingState.java","3","17","Parameter 'new_state' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5599","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/VanishingState.java","1","19","Overridable method 'setRate' called during object construction","Design Rules","ConstructorCallsOverridableMethod"
"5600","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/VanishingState.java","3","22","Parameter 'initial_rate' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5601","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/VanishingState.java","3","22","Parameter 'new_state' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5602","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/VanishingState.java","1","24","Overridable method 'setRate' called during object construction","Design Rules","ConstructorCallsOverridableMethod"
"5603","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/VanishingState.java","3","27","Parameter 'new_rate' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5604","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","7","Package name contains upper case characters","Naming Rules","PackageCase"
"5605","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","1","14","Class names should begin with an uppercase character","Naming Rules","ClassNamingConventions"
"5606","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","14","The class 'myNode' has a Cyclomatic Complexity of 7 (Highest = 23).","Code Size Rules","CyclomaticComplexity"
"5607","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","16","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"5608","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","16","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"5609","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","17","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"5610","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","17","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"5611","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","18","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"5612","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","18","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"5613","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","19","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"5614","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","19","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"5615","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","20","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"5616","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","20","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"5617","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","1","25","Variables should start with a lowercase character","Naming Rules","VariableNamingConventions"
"5618","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","1","25","Variables that are not final should not contain underscores (except for underscores in standard prefix/suffix).","Naming Rules","VariableNamingConventions"
"5619","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","34","Parameter 'atree' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5620","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","34","Parameter 'marking_array' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5621","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","34","Parameter 'treeDepth' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5622","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","34","The user-supplied array 'marking_array' is stored directly.","Security Code Guidelines","ArrayIsStoredDirectly"
"5623","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","35","Avoid variables with short names like i","Naming Rules","ShortVariable"
"5624","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","81","Parameter 'atree' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5625","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","81","Parameter 'marking_array' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5626","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","81","The user-supplied array 'marking_array' is stored directly.","Security Code Guidelines","ArrayIsStoredDirectly"
"5627","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","82","Avoid variables with short names like i","Naming Rules","ShortVariable"
"5628","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","1","127","Method names should not start with capital letters","Naming Rules","MethodNamingConventions"
"5629","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","135","This statement may have some unnecessary parentheses","Controversial Rules","UnnecessaryParentheses"
"5630","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","139","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"5631","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","5","164","Found 'DD'-anomaly for variable 'marking' (lines '164'-'172').","Controversial Rules","DataflowAnomalyAnalysis"
"5632","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","5","164","Found 'DD'-anomaly for variable 'marking' (lines '164'-'174').","Controversial Rules","DataflowAnomalyAnalysis"
"5633","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","5","168","Found 'DD'-anomaly for variable 'CMinusValue' (lines '168'-'168').","Controversial Rules","DataflowAnomalyAnalysis"
"5634","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","5","168","Found 'DU'-anomaly for variable 'CMinusValue' (lines '168'-'184').","Controversial Rules","DataflowAnomalyAnalysis"
"5635","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","168","This statement may have some unnecessary parentheses","Controversial Rules","UnnecessaryParentheses"
"5636","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","5","169","Found 'DD'-anomaly for variable 'CPlusValue' (lines '169'-'169').","Controversial Rules","DataflowAnomalyAnalysis"
"5637","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","5","169","Found 'DU'-anomaly for variable 'CPlusValue' (lines '169'-'184').","Controversial Rules","DataflowAnomalyAnalysis"
"5638","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","169","This statement may have some unnecessary parentheses","Controversial Rules","UnnecessaryParentheses"
"5639","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","171","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"5640","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","172","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"5641","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","5","172","Found 'DD'-anomaly for variable 'marking' (lines '172'-'172').","Controversial Rules","DataflowAnomalyAnalysis"
"5642","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","5","172","Found 'DD'-anomaly for variable 'marking' (lines '172'-'174').","Controversial Rules","DataflowAnomalyAnalysis"
"5643","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","174","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"5644","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","5","174","Found 'DD'-anomaly for variable 'marking' (lines '174'-'172').","Controversial Rules","DataflowAnomalyAnalysis"
"5645","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","5","174","Found 'DD'-anomaly for variable 'marking' (lines '174'-'174').","Controversial Rules","DataflowAnomalyAnalysis"
"5646","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","1","194","Method names should not start with capital letters","Naming Rules","MethodNamingConventions"
"5647","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","194","The method 'RecursiveExpansion' has a Cyclomatic Complexity of 13.","Code Size Rules","CyclomaticComplexity"
"5648","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","197","Avoid variables with short names like i","Naming Rules","ShortVariable"
"5649","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","198","Avoid excessively long variable names like A_Transition_Is_Enabled","Naming Rules","LongVariable"
"5650","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","5","198","Found 'DD'-anomaly for variable 'A_Transition_Is_Enabled' (lines '198'-'214').","Controversial Rules","DataflowAnomalyAnalysis"
"5651","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","207","Avoid unnecessary comparisons in boolean expressions","Design Rules","SimplifyBooleanExpressions"
"5652","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","5","214","Found 'DD'-anomaly for variable 'A_Transition_Is_Enabled' (lines '214'-'214').","Controversial Rules","DataflowAnomalyAnalysis"
"5653","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","5","214","Found 'DU'-anomaly for variable 'A_Transition_Is_Enabled' (lines '214'-'284').","Controversial Rules","DataflowAnomalyAnalysis"
"5654","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","239","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"5655","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","5","247","Found 'DU'-anomaly for variable 'allOmegas' (lines '247'-'284').","Controversial Rules","DataflowAnomalyAnalysis"
"5656","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","251","This statement may have some unnecessary parentheses","Controversial Rules","UnnecessaryParentheses"
"5657","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","267","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"5658","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","276","Avoid empty if statements","Basic Rules","EmptyIfStmt"
"5659","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","281","Avoid empty if statements","Basic Rules","EmptyIfStmt"
"5660","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","1","292","Method names should not start with capital letters","Naming Rules","MethodNamingConventions"
"5661","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","294","Local variable 'path' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5662","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","296","Avoid variables with short names like i","Naming Rules","ShortVariable"
"5663","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","5","300","Found 'DU'-anomaly for variable 'pos' (lines '300'-'330').","Controversial Rules","DataflowAnomalyAnalysis"
"5664","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","5","319","Found 'DU'-anomaly for variable 'pos' (lines '319'-'330').","Controversial Rules","DataflowAnomalyAnalysis"
"5665","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","1","343","Method names should not start with capital letters","Naming Rules","MethodNamingConventions"
"5666","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","343","The method 'RecursiveExpansion' has a Cyclomatic Complexity of 23.","Code Size Rules","CyclomaticComplexity"
"5667","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","343","The method RecursiveExpansion() has an NPath complexity of 8360","Code Size Rules","NPathComplexity"
"5668","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","346","Avoid variables with short names like i","Naming Rules","ShortVariable"
"5669","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","347","Avoid excessively long variable names like A_Transition_Is_Enabled","Naming Rules","LongVariable"
"5670","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","5","347","Found 'DD'-anomaly for variable 'A_Transition_Is_Enabled' (lines '347'-'384').","Controversial Rules","DataflowAnomalyAnalysis"
"5671","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","5","350","Found 'DD'-anomaly for variable 'hasTimed' (lines '350'-'361').","Controversial Rules","DataflowAnomalyAnalysis"
"5672","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","352","Local variable 'transCount' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5673","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","353","Avoid excessively long variable names like adjustForVanishingStates","Naming Rules","LongVariable"
"5674","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","5","353","Found 'DD'-anomaly for variable 'adjustForVanishingStates' (lines '353'-'356').","Controversial Rules","DataflowAnomalyAnalysis"
"5675","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","355","Avoid unnecessary comparisons in boolean expressions","Design Rules","SimplifyBooleanExpressions"
"5676","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","360","Avoid unnecessary comparisons in boolean expressions","Design Rules","SimplifyBooleanExpressions"
"5677","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","360","Avoid unnecessary comparisons in boolean expressions","Design Rules","SimplifyBooleanExpressions"
"5678","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","5","361","Found 'DD'-anomaly for variable 'hasTimed' (lines '361'-'361').","Controversial Rules","DataflowAnomalyAnalysis"
"5679","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","3","362","Avoid unnecessary comparisons in boolean expressions","Design Rules","SimplifyBooleanExpressions"
"5680","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","5","370","Found 'DD'-anomaly for variable 'adjustForVanishingStates' (lines '370'-'370').","Controversial Rules","DataflowAnomalyAnalysis"
"5681","pipe.dataLayer.calculations","src/pipe/dataLayer/calculations/myNode.java","5","370","Found 'DU'-anomaly for variable 'adjustForVanishingStates' (lines '370'-'424').","Controversial Rules","DataflowAnomalyAnalysis"
